Date,Close,High,Low,Open,Volume
2012-01-03,12.310342788696289,12.348361242688458,12.243587272383765,12.255561714485545,302220800
2012-01-04,12.376500129699707,12.413620901855223,12.251969123787234,12.273522321160703,260022000
2012-01-05,12.513907432556152,12.529473412807926,12.353453055522424,12.421706597544588,271269600
2012-01-06,12.64472484588623,12.655202085824575,12.54953040400192,12.56599486657994,318292800
2012-01-09,12.624667167663574,12.804878559715897,12.613291445442995,12.737524308130897,394024400
2012-01-10,12.669869422912598,12.75249149036395,12.617781389250977,12.74979684069891,258196400
2012-01-11,12.649214744567871,12.658195578443165,12.552224136801183,12.653106039566085,215084800
2012-01-12,12.614484786987305,12.659687101013201,12.535455078094257,12.641127517525664,212587200
2012-01-13,12.56718921661377,12.586348325561719,12.532763891765956,12.563897443806374,226021600
2012-01-17,12.71357536315918,12.752192546635523,12.661487329425261,12.698607307671816,242897200
2012-01-18,12.845588684082031,12.856364882883367,12.761470224601117,12.781227255205213,276791200
2012-01-19,12.804878234863281,12.913243756872244,12.767758257394686,12.876723300972687,261738400
2012-01-20,12.581859588623047,12.79739480372825,12.56539512633149,12.797095842282552,413974400
2012-01-23,12.794700622558594,12.825834178938491,12.641730687860047,12.652806649583367,306062400
2012-01-24,12.585153579711914,12.725551157307526,12.559409320905145,12.725551157307526,547638000
2012-01-25,13.37095832824707,13.604154657684965,13.283247513913505,13.603855696230426,958314000
2012-01-26,13.310193061828613,13.434723325934652,13.26558944145687,13.421851993200628,323985200
2012-01-27,13.389513969421387,13.42543649359292,13.284441045852734,13.301503425488272,299709200
2012-01-30,13.561046600341797,13.58768933848494,13.332939038325474,13.342517794136134,379341200
2012-01-31,13.66491985321045,13.717605799258385,13.562839733619896,13.638277119455669,391683600
2012-02-01,13.656244277954102,13.740063806915815,13.637086761778926,13.722701658400219,270046000
2012-02-02,13.624208450317383,13.685575467585359,13.590082089744184,13.647557813016324,186796400
2012-02-03,13.76071548461914,13.770295039393428,13.637381914348362,13.68946994407151,286599600
2012-02-06,13.889142990112305,13.919378071499665,13.71641677431861,13.721804476532833,249412800
2012-02-07,14.034625053405762,14.062166273714807,13.907398588426727,13.927456181158908,316223600
2012-02-08,14.269618034362793,14.2729098072488,14.060667994219386,14.084616880976247,407890000
2012-02-09,14.76325511932373,14.870424005789056,14.385769127654825,14.391756350255484,884214800
2012-02-10,14.770736694335938,14.896465154021273,14.624950642045894,14.697096264672448,631302000
2012-02-13,15.045547485351562,15.082367707298411,14.880602291529229,14.953644812492609,517216000
2012-02-14,15.250903129577637,15.253895941578635,15.027585317419765,15.10721298159378,460398400
2012-02-15,14.897966384887695,15.754716422693116,14.874615415572407,15.39459414800568,1506120000
2012-02-16,15.033869743347168,15.1140969197732,14.567475539218405,14.71326159778748,944552000
2012-02-17,15.031183242797852,15.200318750607646,14.976700295082008,15.060818807274762,535805200
2012-02-21,15.412250518798828,15.412250518798828,15.091042928014797,15.173664973614772,605595200
2012-02-22,15.358067512512207,15.43140897098757,15.239223174666252,15.35926495670617,483302400
2012-02-23,15.458355903625488,15.501463909214106,15.252101267184353,15.419140792029166,568027600
2012-02-24,15.638558387756348,15.653226676044186,15.525702895818828,15.55653587760839,415072000
2012-02-27,15.738846778869629,15.820869308103067,15.455058899682449,15.605633110642824,547582000
2012-02-28,16.027725219726562,16.027725219726562,15.741542419590587,15.804706408990846,600387200
2012-02-29,16.238170623779297,16.392938310434257,16.036406842658966,16.21182844632298,952011200
2012-03-01,16.298940658569336,16.410900914375976,16.128308822636065,16.40970187121145,683270000
